title,domain,subdomain,mentor,duration,price,url
Mathematical Foundations for Computing,Computer Science,Computer Science Computing,Coursera,1-4 Weeks,Free,https://www.coursera.org
Building with Code: Programming Fundamentals and Open Source,Computer Science,Computer Science Source,Coursera,1-3 Months,Free,https://www.coursera.org
"C for Everyone, Part 2: Structured Programming",Computer Science,Computer Science Programming,Coursera,1-4 Weeks,Free,https://www.coursera.org
Programming in Java: A Hands-on Introduction,Computer Science,Computer Science Introduction,Coursera,1-4 Weeks,Free,https://www.coursera.org
C++: Data Structures and Algorithms,Computer Science,Computer Science Algorithms,Coursera,1-3 Months,Free,https://www.coursera.org
Ace the Computer Science Interview: Strategies for Success,Computer Science,Computer Science Success,Coursera,1-3 Months,Free,https://www.coursera.org
Security & Ethical Hacking: Attacking Web and AI Systems,Computer Science,Computer Science Systems,Coursera,1-3 Months,Free,https://www.coursera.org
Desarrollo Web Interactivo,Computer Science,Computer Science Interactivo,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Computer Information Systems,Computer Science,Computer Science Systems,Coursera,1-3 Months,Free,https://www.coursera.org
Computational Thinking with Beginning C Programming,Computer Science,Computer Science Programming,Coursera,1-3 Months,Free,https://www.coursera.org
Computational Thinking & Block Programming in K-12 Education,Computer Science,Computer Science Education,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Advanced Data Structures, RSA and Quantum Algorithms",Computer Science,Computer Science Algorithms,Coursera,1-3 Months,Free,https://www.coursera.org
计算机组成 Computer Organization,Computer Science,Computer Science Organization,Coursera,1-3 Months,Free,https://www.coursera.org
Programming Languages Ⅰ,Computer Science,Computer Science Ⅰ,Coursera,1-3 Months,Free,https://www.coursera.org
برمج بنفسك! مقدمة حول البرمجة,Computer Science,Computer Science البرمجة,Coursera,1-3 Months,Free,https://www.coursera.org
Programming Languages Ⅱ,Computer Science,Computer Science Ⅱ,Coursera,1-4 Weeks,Free,https://www.coursera.org
計算機程式設計 (Computer Programming),Computer Science,Computer Science Programming),Coursera,1-3 Months,Free,https://www.coursera.org
"Computing, Ethics, and Society Foundations",Computer Science,Computer Science Foundations,Coursera,1-4 Weeks,Free,https://www.coursera.org
CSC: Software Security Essentials,Computer Science,Computer Science Essentials,Coursera,1-3 Months,Free,https://www.coursera.org
Programming for a Networked World,Computer Science,Computer Science World,Coursera,1-4 Weeks,Free,https://www.coursera.org
Ethical Issues in AI and Professional Ethics,Computer Science,Computer Science Ethics,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Simulation, Algorithm Analysis, and Pointers",Computer Science,Computer Science Pointers,Coursera,1-4 Weeks,Free,https://www.coursera.org
Cybersecurity and Secure Software Design,Computer Science,Computer Science Design,Coursera,1-4 Weeks,Free,https://www.coursera.org
Efficient Programming,Computer Science,Computer Science Programming,Coursera,1-3 Months,Free,https://www.coursera.org
"Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists",Computer Science,Computer Science Lists,Coursera,1-4 Weeks,Free,https://www.coursera.org
Principles of Computing (Part 1),Computer Science,Computer Science 1),Coursera,1-4 Weeks,Free,https://www.coursera.org
Principles of Computing (Part 2),Computer Science,Computer Science 2),Coursera,1-4 Weeks,Free,https://www.coursera.org
Strategic Career Planning in Technology-Based Roles,Computer Science,Computer Science Roles,Coursera,1-3 Months,Free,https://www.coursera.org
تعلّم أساسيات نظام التشغيل لينكس,Computer Science,Computer Science لينكس,Coursera,1-4 Weeks,Free,https://www.coursera.org
إعداد برنامج باي تشارم للمبتدئين,Computer Science,Computer Science للمبتدئين,Coursera,1-4 Weeks,Free,https://www.coursera.org
Interview Questions and Real-World Applications,Computer Science,Computer Science Applications,Coursera,1-4 Weeks,Free,https://www.coursera.org
Ethical Issues in Computing Applications,Computer Science,Computer Science Applications,Coursera,1-3 Months,Free,https://www.coursera.org
C++ Lab Content,Computer Science,Computer Science Content,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Advanced Networking, Virtualization, and IT Security",Computer Science,Computer Science Security,Coursera,1-4 Weeks,Free,https://www.coursera.org
Interacting with the System and Managing Memory,Computer Science,Computer Science Memory,Coursera,1-4 Weeks,Free,https://www.coursera.org
C Programming: Language Foundations - 2,Computer Science,Computer Science 2,Coursera,1-3 Months,Free,https://www.coursera.org
Programming with Scratch,Computer Science,Computer Science Scratch,Coursera,1-4 Weeks,Free,https://www.coursera.org
Data Structures and Algorithms (II),Computer Science,Computer Science (II),Coursera,1-4 Weeks,Free,https://www.coursera.org
Applied Cryptography,Computer Science,Computer Science Cryptography,Coursera,1-4 Weeks,Free,https://www.coursera.org
C Programming: Modular Programming and Memory Management - 3,Computer Science,Computer Science 3,Coursera,1-3 Months,Free,https://www.coursera.org
离散数学,Computer Science,Computer Science 离散数学,Coursera,1-4 Weeks,Free,https://www.coursera.org
تنميط متقدم بتصميم سريع الاستجابة,Computer Science,Computer Science الاستجابة,Coursera,1-4 Weeks,Free,https://www.coursera.org
CSC: Secure Software Development and Implementation,Computer Science,Computer Science Implementation,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Applied Python: Web Dev, Machine Learning & Cryptography",Computer Science,Computer Science Cryptography,Coursera,1-3 Months,Free,https://www.coursera.org
Health Informatics,Health,Health Informatics,Coursera,1-4 Weeks,Free,https://www.coursera.org
Stanford Introduction to Food and Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Child Nutrition and Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Epidemiology in Public Health Practice,Health,Health Practice,Coursera,1-3 Months,Free,https://www.coursera.org
Digital Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Essentials of Global Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Vital Signs: Understanding What the Body Is Telling Us,Health,Health Us,Coursera,1-3 Months,Free,https://www.coursera.org
"Mental Health Essentials: Mood, Eating, Sleep, and Stress",Health,Health Stress,Coursera,1-3 Months,Free,https://www.coursera.org
The Economics of Health Care Delivery,Health,Health Delivery,Coursera,1-4 Weeks,Free,https://www.coursera.org
Positive Psychiatry and Mental Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Health, Safety, and Environmental (HSE) Engineering",Health,Health Engineering,Coursera,1-3 Months,Free,https://www.coursera.org
Mental Health Care Fundamentals,Health,Health Fundamentals,Coursera,1-3 Months,Free,https://www.coursera.org
Systems Thinking In Public Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
The Data Science of Health Informatics,Health,Health Informatics,Coursera,1-4 Weeks,Free,https://www.coursera.org
Foundations of Public Health Practice,Health,Health Practice,Coursera,1-3 Months,Free,https://www.coursera.org
CVS Health Call Center Customer Service,Health,Health Service,Coursera,1-4 Weeks,Free,https://www.coursera.org
Epidemiology: The Basic Science of Public Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
ACE Health Coach,Health,Health Coach,Coursera,1-4 Weeks,Free,https://www.coursera.org
Electronic Health Records,Health,Health Records,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Less Stress, Better Health",Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Digital health,Health,Health health,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Digital Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Mental Health Development, Difficulties, and Disorders",Health,Health Disorders,Coursera,1-4 Weeks,Free,https://www.coursera.org
Data and Electronic Health Records,Health,Health Records,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health Across the Gender Spectrum,Health,Health Spectrum,Coursera,1-3 Months,Free,https://www.coursera.org
Global Health: An Interdisciplinary Overview,Health,Health Overview,Coursera,1-4 Weeks,Free,https://www.coursera.org
CVS Health Retail Customer Service,Health,Health Service,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health Information Technology Fundamentals,Health,Health Fundamentals,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health Informatics for Healthcare Professionals,Health,Health Professionals,Coursera,1-3 Months,Free,https://www.coursera.org
Public Health Leadership,Health,Health Leadership,Coursera,1-3 Months,Free,https://www.coursera.org
Biohacking Your Brain's Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Health Policy,Health,Health Policy,Coursera,1-4 Weeks,Free,https://www.coursera.org
Foundation for Health and Wellness Coaching,Health,Health Coaching,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Using Generative AI in Public Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Statistics & Data Analysis in Public Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Health Coaching Conversations,Health,Health Conversations,Coursera,1-3 Months,Free,https://www.coursera.org
Health Systems Development,Health,Health Development,Coursera,1-4 Weeks,Free,https://www.coursera.org
Climate change and health,Health,Health health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health Behavior Change: From Evidence to Action,Health,Health Action,Coursera,1-3 Months,Free,https://www.coursera.org
Well Being & Self Care: for Physical and Mental Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Chemicals and Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Managing Your Health: The Role of Physical Therapy and Exercise,Health,Health Exercise,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Digital Health Entrepreneurship,Health,Health Entrepreneurship,Coursera,1-3 Months,Free,https://www.coursera.org
Mental Health and Resilience for Healthcare Workers,Health,Health Workers,Coursera,1-3 Months,Free,https://www.coursera.org
"Life, Health and Radiation",Health,Health Radiation,Coursera,1-3 Months,Free,https://www.coursera.org
From Sleep Disorders to Sleep Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Using clinical health data for better healthcare,Health,Health healthcare,Coursera,1-3 Months,Free,https://www.coursera.org
《Health Education and Nursing Practice》(健康教育与护理实践),Health,Health Practice》(健康教育与护理实践),Coursera,1-3 Months,Free,https://www.coursera.org
Summary Statistics in Public Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Disease Screening in Public Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
"Digital Media for Health Outcomes, English",Health,Health English,Coursera,1-3 Months,Free,https://www.coursera.org
Foundations of Public Health Practice: Health Protection,Health,Health Protection,Coursera,1-4 Weeks,Free,https://www.coursera.org
Global Health Policy,Health,Health Policy,Coursera,1-3 Months,Free,https://www.coursera.org
Population Health: Fundamentals of Population Health Management,Health,Health Management,Coursera,1-3 Months,Free,https://www.coursera.org
Global Health Diplomacy,Health,Health Diplomacy,Coursera,1-3 Months,Free,https://www.coursera.org
Global Adolescent Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Biostatistics in Public Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
An Introduction to Global Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Rights and Health in the Digital Age:Protection and Advocacy,Health,Health Advocacy,Coursera,1-4 Weeks,Free,https://www.coursera.org
Future Health: Digital Health and Healthcare Innovation,Health,Health Innovation,Coursera,1-4 Weeks,Free,https://www.coursera.org
Foundations of Digital Health & Ethical Aspects,Health,Health Aspects,Coursera,1-4 Weeks,Free,https://www.coursera.org
School Health for Children and Adolescents,Health,Health Adolescents,Coursera,1-4 Weeks,Free,https://www.coursera.org
Foundations of Public Health Practice: The Public Health Approach,Health,Health Approach,Coursera,1-3 Months,Free,https://www.coursera.org
Data Science in Health Technology Assessment,Health,Health Assessment,Coursera,1-3 Months,Free,https://www.coursera.org
The Influence of Social Determinants on Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Health Care and Promotion for Infants and Toddlers,Health,Health Toddlers,Coursera,1-4 Weeks,Free,https://www.coursera.org
Innovations in Digital Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health Systems Development: Introduction to Health Systems,Health,Health Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health for All Through Primary Health Care,Health,Health Care,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health After Cancer: Cancer Survivorship for Primary Care,Health,Health Care,Coursera,1-3 Months,Free,https://www.coursera.org
"Health Systems Development: Health systems, Policy and Research",Health,Health Research,Coursera,1-3 Months,Free,https://www.coursera.org
Global Health Innovations,Health,Health Innovations,Coursera,1-3 Months,Free,https://www.coursera.org
Understanding and Strengthening Health Systems,Health,Health Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
AI and Health: Future Perspectives and Transformations,Health,Health Transformations,Coursera,1-4 Weeks,Free,https://www.coursera.org
One Health Investigations of Outbreaks and Spillover Events,Health,Health Events,Coursera,1-4 Weeks,Free,https://www.coursera.org
Migration and health,Health,Health health,Coursera,1-3 Months,Free,https://www.coursera.org
The Oral Cavity: Portal to Health and Disease,Health,Health Disease,Coursera,1-4 Weeks,Free,https://www.coursera.org
Ethical Consideration in Digital Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Topics of Medical Spanish III: Dentistry and Oral Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Population Health: Health & Health Behaviour,Health,Health Behaviour,Coursera,1-3 Months,Free,https://www.coursera.org
Urbanisation and Health - Promoting  Sustainable Solutions,Health,Health Solutions,Coursera,1-3 Months,Free,https://www.coursera.org
Social Determinants of Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Major Depression in the Population: A Public Health Approach,Health,Health Approach,Coursera,1-4 Weeks,Free,https://www.coursera.org
Teaching LGBTQ+ Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Influence of Social Context on Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Social Determinants of Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Assessing and Improving Community Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Building Materials and Human Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Climate and Health for Healthcare Professions,Health,Health Professions,Coursera,1-4 Weeks,Free,https://www.coursera.org
Social Determinants of Health: Vulnerable Populations,Health,Health Populations,Coursera,1-3 Months,Free,https://www.coursera.org
Health Care Innovation,Health,Health Innovation,Coursera,1-3 Months,Free,https://www.coursera.org
Sustainable Consumption and Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Diagnosing Health Behaviors for Global Health Programs,Health,Health Programs,Coursera,1-4 Weeks,Free,https://www.coursera.org
Data and Health Indicators in Public Health Practice,Health,Health Practice,Coursera,1-3 Months,Free,https://www.coursera.org
Chronically Ill in an Emergency: Why Mental Health Matters,Health,Health Matters,Coursera,1-3 Months,Free,https://www.coursera.org
Social Determinants of Health: Planetary Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Social Determinants of Health: Health Care Systems,Health,Health Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
Comparative Health Systems,Health,Health Systems,Coursera,1-3 Months,Free,https://www.coursera.org
Population Health: Syndemics,Health,Health Syndemics,Coursera,1-3 Months,Free,https://www.coursera.org
U.S. Health Law Fundamentals,Health,Health Fundamentals,Coursera,1-4 Weeks,Free,https://www.coursera.org
Breastfeeding: Public Health Perspectives,Health,Health Perspectives,Coursera,1-4 Weeks,Free,https://www.coursera.org
Integrative Health and Medicine,Health,Health Medicine,Coursera,1-3 Months,Free,https://www.coursera.org
Epidemiology for Public Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Materials in Oral Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Foundations of Global Health,Health,Health Health,Coursera,1-4 Weeks,Free,https://www.coursera.org
Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health,Health,Health Health,Coursera,1-3 Months,Free,https://www.coursera.org
Foundations of Public Health Practice: The Public Health Toolkit,Health,Health Toolkit,Coursera,1-3 Months,Free,https://www.coursera.org
Information Technology (IT) Fundamentals for Everyone,IT,IT Everyone,Coursera,1-3 Months,Free,https://www.coursera.org
Microsoft IT Support Specialist,IT,IT Specialist,Coursera,1-4 Weeks,Free,https://www.coursera.org
Google IT Support,IT,IT Support,Coursera,1-4 Weeks,Free,https://www.coursera.org
Technical Support Fundamentals,IT,IT Fundamentals,Coursera,1-4 Weeks,Free,https://www.coursera.org
System Administration and IT Infrastructure Services,IT,IT Services,Coursera,1-3 Months,Free,https://www.coursera.org
IT Security: Defense against the digital dark arts,IT,IT arts,Coursera,1-3 Months,Free,https://www.coursera.org
IBM IT Support,IT,IT Support,Coursera,1-3 Months,Free,https://www.coursera.org
IT Fundamentals for Cybersecurity,IT,IT Cybersecurity,Coursera,1-4 Weeks,Free,https://www.coursera.org
Google IT Automation with Python,IT,IT Python,Coursera,1-3 Months,Free,https://www.coursera.org
Healthcare IT Support,IT,IT Support,Coursera,1-3 Months,Free,https://www.coursera.org
IBM IT Project Manager,IT,IT Manager,Coursera,1-4 Weeks,Free,https://www.coursera.org
Cisco Certified Support Technician IT Support - 100-140,IT,IT 100-140,Coursera,1-3 Months,Free,https://www.coursera.org
CompTIA IT Fundamentals+ (FC0-U61),IT,IT (FC0-U61),Coursera,1-4 Weeks,Free,https://www.coursera.org
IT Systems Design and Analysis,IT,IT Analysis,Coursera,1-4 Weeks,Free,https://www.coursera.org
Networking and Troubleshooting IT Systems,IT,IT Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
Information Technology (IT) and Cloud Fundamentals,IT,IT Fundamentals,Coursera,1-4 Weeks,Free,https://www.coursera.org
Complete Linux Training Course to Get Your Dream IT Job,IT,IT Job,Coursera,1-4 Weeks,Free,https://www.coursera.org
SQL for Any IT Professional,IT,IT Professional,Coursera,1-4 Weeks,Free,https://www.coursera.org
ITSM Foundations: Optimizing IT Service Management,IT,IT Management,Coursera,1-3 Months,Free,https://www.coursera.org
IBM IT Scrum Master,IT,IT Master,Coursera,1-4 Weeks,Free,https://www.coursera.org
Play It Safe: Manage Security Risks,IT,IT Risks,Coursera,1-3 Months,Free,https://www.coursera.org
Advanced ITSM with ServiceNow: Optimizing IT Operations,IT,IT Operations,Coursera,1-3 Months,Free,https://www.coursera.org
Cisco Certified Support Technician IT Support 100-140 Unit 1,IT,IT 1,Coursera,1-3 Months,Free,https://www.coursera.org
IT Ticket Management with Typeform,IT,IT Typeform,Coursera,1-4 Weeks,Free,https://www.coursera.org
Dell Technologies IT Sales Representative,IT,IT Representative,Coursera,1-3 Months,Free,https://www.coursera.org
Generative AI for IT Systems Analysts and Architects,IT,IT Architects,Coursera,1-3 Months,Free,https://www.coursera.org
Project Planning: Putting It All Together,IT,IT Together,Coursera,1-3 Months,Free,https://www.coursera.org
"Zabbix: Configure, Monitor & Secure IT Systems",IT,IT Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT Fundamentals for Business Profiles: Programming,IT,IT Programming,Coursera,1-3 Months,Free,https://www.coursera.org
GenAI for Computer Support Specialists (IT Support),IT,IT Support),Coursera,1-4 Weeks,Free,https://www.coursera.org
IT Fundamentals for Business Profiles: Cybersecurity,IT,IT Cybersecurity,Coursera,1-4 Weeks,Free,https://www.coursera.org
ServiceNow Basics: IT Automation & AI-Powered Workflows,IT,IT Workflows,Coursera,1-3 Months,Free,https://www.coursera.org
Create IT Diagrams with Lucidchart,IT,IT Lucidchart,Coursera,1-3 Months,Free,https://www.coursera.org
IT Infrastructure and Emerging Trends,IT,IT Trends,Coursera,1-4 Weeks,Free,https://www.coursera.org
IS/IT Governance,IT,IT Governance,Coursera,1-3 Months,Free,https://www.coursera.org
Technical Support (IT) Case Studies and Capstone,IT,IT Capstone,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT Fundamentals for Business Profiles: Enterprise Systems,IT,IT Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT Risk Assessment Practices,IT,IT Practices,Coursera,1-3 Months,Free,https://www.coursera.org
Data Literacy – What is it and why does it matter?,IT,IT matter?,Coursera,1-4 Weeks,Free,https://www.coursera.org
Foundations of IT Fundamentals,IT,IT Fundamentals,Coursera,1-3 Months,Free,https://www.coursera.org
IT Fundamentals and Hardware Essentials,IT,IT Essentials,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Critical Role of IT Support Staff in Healthcare,IT,IT Healthcare,Coursera,1-3 Months,Free,https://www.coursera.org
Implement and Automate IT Infrastructure Using Puppet,IT,IT Puppet,Coursera,1-3 Months,Free,https://www.coursera.org
"IT Career Acceleration: Job Interviews, Resumes & Growth",IT,IT Growth,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT-поддержка Google,IT,IT Google,Coursera,1-4 Weeks,Free,https://www.coursera.org
Cloud Security for IT Professionals,IT,IT Professionals,Coursera,1-4 Weeks,Free,https://www.coursera.org
RiskWise: Protecting What You Own and Why It Matters,IT,IT Matters,Coursera,1-4 Weeks,Free,https://www.coursera.org
Foundations of IT Systems and Operating Systems,IT,IT Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to IT Security,IT,IT Security,Coursera,1-4 Weeks,Free,https://www.coursera.org
Why is it Hard to Innovate? - Jagdish Sheth,IT,IT Sheth,Coursera,1-3 Months,Free,https://www.coursera.org
Foundations of IT and Core Hardware Components,IT,IT Components,Coursera,1-3 Months,Free,https://www.coursera.org
IT-підтримка від Google,IT,IT Google,Coursera,1-4 Weeks,Free,https://www.coursera.org
Amp It Up: Leadership for Business Growth,IT,IT Growth,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT & Cloud Audit Masterclass – Fundamentals to Advanced,IT,IT Advanced,Coursera,1-4 Weeks,Free,https://www.coursera.org
Google IT 지원 수료증 이수 과정,IT,IT 과정,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction To Cryptocurrency For People Who Never Used It,IT,IT It,Coursera,1-3 Months,Free,https://www.coursera.org
EDIVET: Do you have what it takes to be a veterinarian?,IT,IT veterinarian?,Coursera,1-3 Months,Free,https://www.coursera.org
IT Audit Field Manual: Strengthen Cyber Defense,IT,IT Defense,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT for Business: Digital Transformation Strategy,IT,IT Strategy,Coursera,1-4 Weeks,Free,https://www.coursera.org
Develop with Dell: IT Sales,IT,IT Sales,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Advanced Budgeting Across Automobile, IT & Banking",IT,IT Banking,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Technical Support,IT,IT Support,Coursera,1-4 Weeks,Free,https://www.coursera.org
21st Century Energy Transition: how do we make it work?,IT,IT work?,Coursera,1-3 Months,Free,https://www.coursera.org
"Master IT Budgeting: Analyze, Forecast & Optimize",IT,IT Optimize,Coursera,1-3 Months,Free,https://www.coursera.org
Governance and Management of IT,IT,IT IT,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT Service Management: Career Guide,IT,IT Guide,Coursera,1-4 Weeks,Free,https://www.coursera.org
IT Fundamentals for Business Profiles: Hardware,IT,IT Hardware,Coursera,1-3 Months,Free,https://www.coursera.org
Foundations of IT Project Management,IT,IT Management,Coursera,1-3 Months,Free,https://www.coursera.org
IT Fundamentals for Business Profiles: Software development,IT,IT development,Coursera,1-3 Months,Free,https://www.coursera.org
"Master Nagios XI: Monitor, Configure & Optimize IT Systems",IT,IT Systems,Coursera,1-4 Weeks,Free,https://www.coursera.org
Forecasting Skills: See the Future Before it Happens,IT,IT Happens,Coursera,1-4 Weeks,Free,https://www.coursera.org
Estrategia de IT centrada en el cliente,IT,IT cliente,Coursera,1-4 Weeks,Free,https://www.coursera.org
Risk Management for Cybersecurity and IT Managers,IT,IT Managers,Coursera,1-3 Months,Free,https://www.coursera.org
Cisco Certified Support Technician IT Support 100-140 Unit 8,IT,IT 8,Coursera,1-3 Months,Free,https://www.coursera.org
Ransomware Playbook - A Complete Guide for IT Professionals,IT,IT Professionals,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Complete Guide to Apple IT Pro Certification (DEP-2026),IT,IT (DEP-2026),Coursera,1-3 Months,Free,https://www.coursera.org
"Managing IT Project Scope, Schedule, and Resources",IT,IT Resources,Coursera,1-3 Months,Free,https://www.coursera.org
Getting Started with IT-based Entrepreneurship,IT,IT Entrepreneurship,Coursera,1-3 Months,Free,https://www.coursera.org
GenAI for IT Project Managers,IT,IT Managers,Coursera,1-3 Months,Free,https://www.coursera.org
"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective",IT,IT Perspective,Coursera,1-3 Months,Free,https://www.coursera.org
Let's talk about it: A Health and Immigration Teach Out,IT,IT Out,Coursera,1-4 Weeks,Free,https://www.coursera.org
Cisco Certified Support Technician IT Support 100-140 Unit 3,IT,IT 3,Coursera,1-3 Months,Free,https://www.coursera.org
Advanced Credit Risk Modeling - IT Sector,IT,IT Sector,Coursera,1-4 Weeks,Free,https://www.coursera.org
SQL for Any IT Professional: Unit 2,IT,IT 2,Coursera,1-4 Weeks,Free,https://www.coursera.org
What Does IT Sales Entail?,IT,IT Entail?,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Data – What It Is, What We Can Do With It",IT,IT It,Coursera,1-4 Weeks,Free,https://www.coursera.org
Cisco Certified Support Technician IT Support 100-140 Unit 4,IT,IT 4,Coursera,1-3 Months,Free,https://www.coursera.org
Cisco Certified Support Technician IT Support 100-140 Unit 9,IT,IT 9,Coursera,1-4 Weeks,Free,https://www.coursera.org
Put It All Together: Prepare for a Cloud Data Analyst Job,IT,IT Job,Coursera,1-3 Months,Free,https://www.coursera.org
Cisco Certified Support Technician IT Support 100-140 Unit 2,IT,IT 2,Coursera,1-4 Weeks,Free,https://www.coursera.org
Operations and Patient Safety for Healthcare IT Staff,IT,IT Staff,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Advanced IT Tools, Career Prep, and System Management",IT,IT Management,Coursera,1-3 Months,Free,https://www.coursera.org
Health Care IT: Challenges and Opportunities,IT,IT Opportunities,Coursera,1-3 Months,Free,https://www.coursera.org
"Advanced Networking, Security, and IT Operations",IT,IT Operations,Coursera,1-4 Weeks,Free,https://www.coursera.org
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)",IT,IT Perspective),Coursera,1-3 Months,Free,https://www.coursera.org
Customer-Centric IT Strategy,IT,IT Strategy,Coursera,1-4 Weeks,Free,https://www.coursera.org
Put It All Together: Prepare for a Cloud Security Analyst Job,IT,IT Job,Coursera,1-4 Weeks,Free,https://www.coursera.org
Dell Technologies Introduction to IT Sales,IT,IT Sales,Coursera,1-4 Weeks,Free,https://www.coursera.org
Hands-on with AWS for IT Professionals,IT,IT Professionals,Coursera,1-3 Months,Free,https://www.coursera.org
SQL for Any IT Professional: Unit 4,IT,IT 4,Coursera,1-4 Weeks,Free,https://www.coursera.org
Put It to Work: Prepare for Cybersecurity Jobs,IT,IT Jobs,Coursera,1-3 Months,Free,https://www.coursera.org
Our World and How to Accept It,IT,IT It,Coursera,1-4 Weeks,Free,https://www.coursera.org
Your World and What Shapes It,IT,IT It,Coursera,1-3 Months,Free,https://www.coursera.org
AWS Services Overview for IT Professionals,IT,IT Professionals,Coursera,1-4 Weeks,Free,https://www.coursera.org
SQL for Any IT Professional: Unit 1,IT,IT 1,Coursera,1-4 Weeks,Free,https://www.coursera.org
Modern and Contemporary Art and Design,Arts,Arts Design,Coursera,1-4 Weeks,Free,https://www.coursera.org
Graphic Design,Arts,Arts Design,Coursera,1-4 Weeks,Free,https://www.coursera.org
Healing with the Arts,Arts,Arts Arts,Coursera,1-3 Months,Free,https://www.coursera.org
The Art of Filmmaking,Arts,Arts Filmmaking,Coursera,1-4 Weeks,Free,https://www.coursera.org
"Write Dreamy, Heartfelt Poetry - Creative Writing",Arts,Arts Writing,Coursera,1-3 Months,Free,https://www.coursera.org
