course_title,domain,sub_domain,level,duration,paid_free,price,url
"People, Technology and the Future of Mobility",Social Sciences,Governance and Society,Beginner,1,Free,0,https://www.coursera.org/learn/people-technology-and-the-future-of-mobility
Finance for Everyone Capstone Project,Business,Finance,Beginner,1,Paid,3100.36,https://www.coursera.org/learn/finance-capstone
Working with Data in Android,Computer Science,Mobile and Web Development,Intermediate,1,Paid,3585.49,https://www.coursera.org/learn/working-with-data-in-android
Telehealth Clinical Essentials,Health,Patient Care,Beginner,1,Paid,3444.38,https://www.coursera.org/learn/telehealth-clinical-essentials
Make Money Online for Beginners: A Step-by-Step Guide,Business,Entrepreneurship,Beginner,1,Paid,2953.4,https://www.coursera.org/learn/make-money-online-for-beginners-a-step-by-step-guide
GenAI for Marketing Teams,Business,Marketing,Intermediate,1,Free,0,https://www.coursera.org/learn/genai-for-marketing-teams
Vibe Coding with Cursor AI,Data Science,Machine Learning,Intermediate,1,Paid,4043.07,https://www.coursera.org/learn/vibe-coding-with-cursor-ai
AI for Player Performance and Training,Health,Health Informatics,Beginner,1,Paid,2803.93,https://www.coursera.org/learn/ai-for-player-performance-and-training
Design and Implement a Source Control Strategy,Computer Science,Software Development,Intermediate,1,Paid,3839.33,https://www.coursera.org/learn/design-and-implement-a-source-control-strategy-microsoft-devops
Supervised Text Classification for Marketing Analytics,Data Science,Data Analysis,Beginner,1,Paid,3522.86,https://www.coursera.org/learn/supervised-text-classification-for-marketing-analytics
"Market Equilibrium, Government Policy & Elasticity",Social Sciences,Economics,Beginner,1,Free,0,https://www.coursera.org/learn/market-equilibrium-government-policies-and-elasticity
Graphic design: pop your Linkedin with 3D effect using Canva,Computer Science,Design and Product,Beginner,1,Paid,3559.6,https://www.coursera.org/learn/linkedin-cover-with-canva
CRM Integration and AI for Customer Management,Business,Marketing,Advanced,1,Paid,6334.31,https://www.coursera.org/learn/crm-integration-and-ai-for-customer-management
Gemini for Security Engineers - Português Brasileiro,Computer Science,Software Development,Beginner,1,Free,0,https://www.coursera.org/learn/gemini-for-security-engineers-ptbr
3D Lighting 101 with Nomad Sculpt,Arts and Humanities,Music and Art,Beginner,1,Free,0,https://www.coursera.org/learn/3d-lighting-101-with-nomad-sculpt
Etkili Konuşmada Retorik (Rhetoric in Effective Speaking),Personal Development,Personal Development,Beginner,1,Paid,2968.42,https://www.coursera.org/learn/retorik
Building a Generative AI-Ready Organization,Data Science,Machine Learning,Beginner,1,Paid,3471.93,https://www.coursera.org/learn/building-generative-ai-ready-organization
Redux in JavaScript and React,Computer Science,Mobile and Web Development,Intermediate,1,Free,0,https://www.coursera.org/learn/redux-in-javascript-and-react
The Chief AI Officer's Handbook,Business,Leadership and Management,Advanced,1,Paid,6437.02,https://www.coursera.org/learn/packt-the-chief-ai-officers-handbook
Creating Generative Art Dynamic NFTs with Google Cloud Vertex AI and Chainlink Functions,Information Technology,Cloud Computing,Intermediate,1,Free,0,https://www.coursera.org/learn/googlecloud-creating-generative-art-dynamic-nfts-with-google-cloud-vertex-sbmnl
Boost Productivity with Gemini in BigQuery - Indonesian,Information Technology,Cloud Computing,Beginner,1,Free,0,https://www.coursera.org/learn/boost-productivity-with-gemini-in-bigquery-id
Responsible and Ethical AI,Data Science,Machine Learning,Intermediate,1,Paid,4001.32,https://www.coursera.org/learn/responsible-and-ethical-ai
A Business Approach to Sustainable Landscape Restoration,Business,Business Essentials,Beginner,2,Free,0,https://www.coursera.org/learn/landscape-restoration-sustainable-development
Advanced Tokenization and Sentiment Analysis,Data Science,Machine Learning,Intermediate,1,Free,0,https://www.coursera.org/learn/advanced-tokenization-and-sentiment-analysis
PCB/CAD Design – DFM & DFT Considerations,Information Technology,Cloud Computing,Intermediate,1,Free,0,https://www.coursera.org/learn/pcbcad-design--dfm--dft-considerations
Create an infographic with Infogram,Data Science,Data Analysis,Beginner,1,Paid,3579.64,https://www.coursera.org/learn/create-an-infographic-with-infogram
Financial Accounting: Advanced Topics,Business,Finance,Intermediate,1,Free,0,https://www.coursera.org/learn/financial-accounting-advanced
Interact with Terraform Modules,Information Technology,Cloud Computing,Beginner,1,Paid,3753.32,https://www.coursera.org/learn/googlecloud-interact-with-terraform-modules-7tizt
Introduction to Change Management: Practical Strategies,Business,Leadership and Management,Beginner,1,Paid,3868.56,https://www.coursera.org/learn/introduction-to-change-management-practical-strategies
"Trustworthy AI: Managing Bias, Ethics, and Accountability",Data Science,Machine Learning,Intermediate,1,Paid,4417.98,https://www.coursera.org/learn/responsible-ai-and-ethics
Comprehensive Guide to Server-Side Logic and Development,Computer Science,Software Development,Intermediate,1,Paid,4648.44,https://www.coursera.org/learn/comprehensive-guide-server-side-logic-and-development
People Domain in Project Management,Business,Leadership and Management,Beginner,1,Paid,3156.3,https://www.coursera.org/learn/packt-people-domain-in-project-management-hbdnk
Exam Prep: Google Cloud Certified Cloud Digital Leader,Information Technology,Cloud Computing,Beginner,1,Paid,3348.35,https://www.coursera.org/learn/exam-prep-google-cloud-certified-cloud-digital-leader
Create attractive infographics with Creately,Computer Science,Design and Product,Beginner,1,Paid,3582.15,https://www.coursera.org/learn/create-attractive-infographics-with-creately
Segmenting the Market with Jagdish Sheth,Business,Marketing,Beginner,1,Free,0,https://www.coursera.org/learn/segmenting-the-market
"Literacy Teaching and Learning: Aims, Approaches and Pedagogies",Social Sciences,Education,Beginner,1,Paid,3612.21,https://www.coursera.org/learn/literacy-teaching-learning
"Apply Generative AI for Coaching, Research, and Performance",Data Science,Machine Learning,Beginner,1,Paid,3825.14,https://www.coursera.org/learn/apply-generative-ai-coaching-research-performance
Static Website Hosting and Cross-Region Replication,Computer Science,Software Development,Beginner,1,Paid,2881.58,https://www.coursera.org/learn/static-website-hosting-and-cross-region-replication
"Elasticsearch: Build, Query & Optimize with ELK",Data Science,Data Analysis,Beginner,1,Paid,3402.62,https://www.coursera.org/learn/elasticsearch-build-query-optimize-elk
AWS Cloud Practitioner (CLF-C02),Information Technology,Cloud Computing,Beginner,1,Paid,3061.11,https://www.coursera.org/learn/aws-cloud-practitioner-clf-c02
Reading Financial Reports for Dummies,Business,Finance,Beginner,1,Paid,3271.53,https://www.coursera.org/learn/wiley-reading-financial-reports-for-dummies
Kickstart Your Creativity with Procreate: Fun Objects,Arts and Humanities,Music and Art,Beginner,1,Free,0,https://www.coursera.org/learn/kickstartyourcreativitywithprocreatefunobjects
Getting Started with Application Development - Português,Information Technology,Cloud Computing,Intermediate,1,Paid,4904.79,https://www.coursera.org/learn/getting-started-with-application-development---ptbr
Child Housing Assessment for a Safer Environment Teach-Out,Health,Public Health,Beginner,1,Free,0,https://www.coursera.org/learn/housing-assessments-child-safety
Chronically Ill in an Emergency: Why Mental Health Matters,Health,Public Health,Beginner,1,Free,0,https://www.coursera.org/learn/mental-health-emergencies
"Korean Music, A Philosophical Exploration",Arts and Humanities,Philosophy,Intermediate,2,Free,0,https://www.coursera.org/learn/korean-music-a-philosophical-exploration
Analysis and Interpretation of Large-Scale Programs,Health,Public Health,Intermediate,1,Paid,3828.48,https://www.coursera.org/learn/analysis-and-interpretation-of-large-scale-programs
Supply Chain Digitization: Strategy and Design,Business,Business Strategy,Intermediate,2,Paid,4513.18,https://www.coursera.org/learn/supply-chain-digitization-strategy-and-design
Generative AI Foundations,Data Science,Machine Learning,Beginner,1,Paid,3219.76,https://www.coursera.org/learn/generative-ai-foundations
Optimizing Generative AI on Arm Processors,Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/optimizing-generative-ai
Mastering Data Analysis with Pandas,Data Science,Data Analysis,Beginner,1,Paid,3279.04,https://www.coursera.org/learn/learning-path-data-analysis-with-pandas
Deploy and Test a Visual Inspection AI Component Anomaly Detection Solution,Information Technology,Cloud Computing,Beginner,1,Paid,3493.64,https://www.coursera.org/learn/googlecloud-deploy-and-test-a-visual-inspection-ai-component-anomaly-detec-s3gsn
"CPS Design for Mechatronics, Healthcare, EV & Robotics",Physical Science and Engineering,Electrical Engineering,Intermediate,1,Paid,3809.27,https://www.coursera.org/learn/cps-design-for-mechatronics-healthcare-ev--robotics
Cloud Computing Primer: Platform as a Service (PaaS),Information Technology,Cloud Computing,Beginner,1,Paid,2937.53,https://www.coursera.org/learn/codio-cloud-computing-primer-semi-tech-business-platform-as-a-service-paas
Hands-On Labs in Google Cloud for Security Engineers,Information Technology,Security,Intermediate,1,Paid,4316.95,https://www.coursera.org/learn/hands-on-labs-google-cloud-security-engineer
Analyze and Visualize Data Using Splunk Statistics,Information Technology,Support and Operations,Beginner,1,Paid,3772.53,https://www.coursera.org/learn/analyze-and-visualize-data-using-splunk-statistics
AI's Existing Impact,Business,Marketing,Intermediate,1,Paid,4827.97,https://www.coursera.org/learn/aiexistingimpact
Building AI Applications with Haystack,Computer Science,Software Development,Intermediate,1,Paid,4797.08,https://www.coursera.org/learn/building-ai-applications-with-haystack
Principles of Secure Coding,Computer Science,Computer Security and Networks,Intermediate,1,Free,0,https://www.coursera.org/learn/secure-coding-principles
Miro for Beginners: Create an interactive presentation,Business,Business Essentials,Beginner,1,Paid,3135.42,https://www.coursera.org/learn/miro-for-beginners-create-an-interactive-presentation
Introduction to C++,Information Technology,Security,Beginner,1,Paid,3587.16,https://www.coursera.org/learn/introduction-to-c
Women's Leadership: Boost your skills and drive change,Personal Development,Personal Development,Beginner,1,Paid,3095.34,https://www.coursera.org/learn/womens-leadership-boost-you-skills-and-drive-change
Introduction to UX/UI Design,Computer Science,Design and Product,Beginner,1,Paid,3804.26,https://www.coursera.org/learn/introduction-to-uxui-design
Dell Technologies Technical Support for Software,Information Technology,Cloud Computing,Beginner,1,Paid,3380.08,https://www.coursera.org/learn/dell-technical-support-for-software
Optimize Deep Learning: Tune PyTorch Models,Data Science,Machine Learning,Intermediate,1,Paid,4319.46,https://www.coursera.org/learn/optimize-deep-learning-tune-pytorch-models
Tencent Cloud SysOps Associate,Information Technology,Cloud Computing,Intermediate,3,Free,0,https://www.coursera.org/learn/tencent-cloud-sysops-associate
DaVinci Resolve 19 Masterclass: Video Editing Basics,Arts and Humanities,Music and Art,Beginner,1,Paid,3901.96,https://www.coursera.org/learn/davinci-resolve-19-masterclass-video-editing-basics
"Applied Public History: Places, People, Stories",Arts and Humanities,History,Beginner,1,Paid,3816.78,https://www.coursera.org/learn/uol-public-history
"Oracle Performance: Exadata, Enterprise Manager Mastery",Computer Science,Software Development,Advanced,1,Free,0,https://www.coursera.org/learn/oracle-performance-exadata-enterprise-manager-mastery-1
In Depth CapCut Video Editing Masterclass: Advanced Tools,Arts and Humanities,Music and Art,Beginner,1,Paid,2844.84,https://www.coursera.org/learn/in-depth-capcut-video-editing-masterclass-advanced-tools
Piano Techniques for Modern Music,Arts and Humanities,Music and Art,Beginner,1,Paid,3057.77,https://www.coursera.org/learn/piano-techniques-for-modern-music
EV Evolution: Comprehensive Introduction to EVs,Physical Science and Engineering,Electrical Engineering,Beginner,1,Paid,2816.46,https://www.coursera.org/learn/ev-evolution-comprehensive-introduction-to-evs
Introduction to Complex Analysis,Math and Logic,Math and Logic,Intermediate,2,Free,0,https://www.coursera.org/learn/complex-analysis
Uncover Market Trends with Data Analysis,Business,Marketing,Beginner,1,Paid,2963.42,https://www.coursera.org/learn/uncover-market-trends-with-data-analysis
